request_id,graph_id,round,pos,token_id,phase,batch_size
r20,0,0,0,0,prefill,2
r20,0,0,1,0,prefill,2
r20,1,1,0,248045,prefill,42
r20,1,1,1,8678,prefill,42
r20,1,1,2,198,prefill,42
r20,1,1,3,24342,prefill,42
r20,1,1,4,286,prefill,42
r20,1,1,5,4879,prefill,42
r20,1,1,6,369,prefill,42
r20,1,1,7,716,prefill,42
r20,1,1,8,310,prefill,42
r20,1,1,9,830,prefill,42
r20,1,1,10,11553,prefill,42
r20,1,1,11,13,prefill,42
r20,1,1,12,5044,prefill,42
r20,1,1,13,1683,prefill,42
r20,1,1,14,15060,prefill,42
r20,1,1,15,1472,prefill,42
r20,1,1,16,279,prefill,42
r20,1,1,17,3274,prefill,42
r20,1,1,18,11,prefill,42
r20,1,1,19,9307,prefill,42
r20,1,1,20,1328,prefill,42
r20,1,1,21,30800,prefill,42
r20,1,1,22,11,prefill,42
r20,1,1,23,2814,prefill,42
r20,1,1,24,47675,prefill,42
r20,1,1,25,25605,prefill,42
r20,1,1,26,11,prefill,42
r20,1,1,27,321,prefill,42
r20,1,1,28,60445,prefill,42
r20,1,1,29,55404,prefill,42
r20,1,1,30,11,prefill,42
r20,1,1,31,27224,prefill,42
r20,1,1,32,11,prefill,42
r20,1,1,33,321,prefill,42
r20,1,1,34,30246,prefill,42
r20,1,1,35,303,prefill,42
r20,1,1,36,279,prefill,42
r20,1,1,37,1534,prefill,42
r20,1,1,38,4087,prefill,42
r20,1,1,39,13,prefill,42
r20,1,1,40,248046,prefill,42
r20,1,1,41,198,prefill,42
r20,2,2,0,248045,prefill,40
r20,2,2,1,846,prefill,40
r20,2,2,2,198,prefill,40
r20,2,2,3,7734,prefill,40
r20,2,2,4,279,prefill,40
r20,2,2,5,8306,prefill,40
r20,2,2,6,12096,prefill,40
r20,2,2,7,314,prefill,40
r20,2,2,8,264,prefill,40
r20,2,2,9,21831,prefill,40
r20,2,2,10,11183,prefill,40
r20,2,2,11,716,prefill,40
r20,2,2,12,303,prefill,40
r20,2,2,13,264,prefill,40
r20,2,2,14,2526,prefill,40
r20,2,2,15,33101,prefill,40
r20,2,2,16,6092,prefill,40
r20,2,2,17,303,prefill,40
r20,2,2,18,28816,prefill,40
r20,2,2,19,13,prefill,40
r20,2,2,20,357,prefill,40
r20,2,2,21,324,prefill,40
r20,2,2,22,55965,prefill,40
r20,2,2,23,51624,prefill,40
r20,2,2,24,682,prefill,40
r20,2,2,25,27469,prefill,40
r20,2,2,26,2261,prefill,40
r20,2,2,27,264,prefill,40
r20,2,2,28,13071,prefill,40
r20,2,2,29,13,prefill,40
r20,2,2,30,38093,prefill,40
r20,2,2,31,16078,prefill,40
r20,2,2,32,321,prefill,40
r20,2,2,33,18553,prefill,40
r20,2,2,34,1330,prefill,40
r20,2,2,35,28790,prefill,40
r20,2,2,36,13,prefill,40
r20,2,2,37,248046,prefill,40
r20,2,2,38,198,prefill,40
r20,2,2,39,248045,prefill,40
r20,3,3,0,74455,prefill,4
r20,3,3,1,198,prefill,4
r20,3,3,2,248068,prefill,4
r20,3,3,3,198,prefill,4
r20,4,4,0,1596,decode,1
r20,5,5,0,1144,decode,1
r20,6,6,0,310,decode,1
r20,7,7,0,5707,decode,1
r20,8,8,0,310,decode,1
r20,9,9,0,1156,decode,1
r20,10,10,0,25,decode,1
r20,11,11,0,328,decode,1
r20,12,12,0,7734,decode,1
r20,13,13,0,279,decode,1
r20,14,14,0,8306,decode,1
r20,15,15,0,12096,decode,1
r20,16,16,0,314,decode,1
r20,17,17,0,264,decode,1
r20,18,18,0,21831,decode,1
