request_id,graph_id,round,pos,token_id,phase,batch_size
r13,0,0,0,0,prefill,2
r13,0,0,1,0,prefill,2
r13,1,1,0,248045,prefill,42
r13,1,1,1,8678,prefill,42
r13,1,1,2,198,prefill,42
r13,1,1,3,24342,prefill,42
r13,1,1,4,286,prefill,42
r13,1,1,5,4879,prefill,42
r13,1,1,6,369,prefill,42
r13,1,1,7,716,prefill,42
r13,1,1,8,310,prefill,42
r13,1,1,9,830,prefill,42
r13,1,1,10,11553,prefill,42
r13,1,1,11,13,prefill,42
r13,1,1,12,5044,prefill,42
r13,1,1,13,1683,prefill,42
r13,1,1,14,15060,prefill,42
r13,1,1,15,1472,prefill,42
r13,1,1,16,279,prefill,42
r13,1,1,17,3274,prefill,42
r13,1,1,18,11,prefill,42
r13,1,1,19,9307,prefill,42
r13,1,1,20,1328,prefill,42
r13,1,1,21,30800,prefill,42
r13,1,1,22,11,prefill,42
r13,1,1,23,2814,prefill,42
r13,1,1,24,47675,prefill,42
r13,1,1,25,25605,prefill,42
r13,1,1,26,11,prefill,42
r13,1,1,27,321,prefill,42
r13,1,1,28,60445,prefill,42
r13,1,1,29,55404,prefill,42
r13,1,1,30,11,prefill,42
r13,1,1,31,27224,prefill,42
r13,1,1,32,11,prefill,42
r13,1,1,33,321,prefill,42
r13,1,1,34,30246,prefill,42
r13,1,1,35,303,prefill,42
r13,1,1,36,279,prefill,42
r13,1,1,37,1534,prefill,42
r13,1,1,38,4087,prefill,42
r13,1,1,39,13,prefill,42
r13,1,1,40,248046,prefill,42
r13,1,1,41,198,prefill,42
r13,2,2,0,248045,prefill,51
r13,2,2,1,846,prefill,51
r13,2,2,2,198,prefill,51
r13,2,2,3,21365,prefill,51
r13,2,2,4,12269,prefill,51
r13,2,2,5,3719,prefill,51
r13,2,2,6,3598,prefill,51
r13,2,2,7,11,prefill,51
r13,2,2,8,803,prefill,51
r13,2,2,9,681,prefill,51
r13,2,2,10,9861,prefill,51
r13,2,2,11,3598,prefill,51
r13,2,2,12,11,prefill,51
r13,2,2,13,1156,prefill,51
r13,2,2,14,816,prefill,51
r13,2,2,15,11,prefill,51
r13,2,2,16,3202,prefill,51
r13,2,2,17,11,prefill,51
r13,2,2,18,3354,prefill,51
r13,2,2,19,3625,prefill,51
r13,2,2,20,681,prefill,51
r13,2,2,21,3165,prefill,51
r13,2,2,22,7622,prefill,51
r13,2,2,23,364,prefill,51
r13,2,2,24,25,prefill,51
r13,2,2,25,1844,prefill,51
r13,2,2,26,220,prefill,51
r13,2,2,27,16,prefill,51
r13,2,2,28,15,prefill,51
r13,2,2,29,3719,prefill,51
r13,2,2,30,539,prefill,51
r13,2,2,31,8070,prefill,51
r13,2,2,32,1483,prefill,51
r13,2,2,33,220,prefill,51
r13,2,2,34,18,prefill,51
r13,2,2,35,15,prefill,51
r13,2,2,36,2756,prefill,51
r13,2,2,37,11,prefill,51
r13,2,2,38,321,prefill,51
r13,2,2,39,14647,prefill,51
r13,2,2,40,12585,prefill,51
r13,2,2,41,440,prefill,51
r13,2,2,42,4162,prefill,51
r13,2,2,43,2702,prefill,51
r13,2,2,44,13,prefill,51
r13,2,2,45,79091,prefill,51
r13,2,2,46,1754,prefill,51
r13,2,2,47,13,prefill,51
r13,2,2,48,248046,prefill,51
r13,2,2,49,198,prefill,51
r13,2,2,50,248045,prefill,51
r13,3,3,0,74455,prefill,4
r13,3,3,1,198,prefill,4
r13,3,3,2,248068,prefill,4
r13,3,3,3,198,prefill,4
r13,4,4,0,1596,decode,1
r13,5,5,0,1144,decode,1
r13,6,6,0,4087,decode,1
r13,7,7,0,1156,decode,1
r13,8,8,0,25,decode,1
r13,9,9,0,328,decode,1
r13,10,10,0,21365,decode,1
r13,11,11,0,12269,decode,1
r13,12,12,0,3719,decode,1
r13,13,13,0,3598,decode,1
r13,14,14,0,11,decode,1
r13,15,15,0,803,decode,1
r13,16,16,0,681,decode,1
r13,17,17,0,9861,decode,1
r13,18,18,0,3598,decode,1
