request_id,graph_id,round,pos,token_id,phase,batch_size
r12,0,0,0,0,prefill,2
r12,0,0,1,0,prefill,2
r12,1,1,0,248045,prefill,42
r12,1,1,1,8678,prefill,42
r12,1,1,2,198,prefill,42
r12,1,1,3,24342,prefill,42
r12,1,1,4,286,prefill,42
r12,1,1,5,4879,prefill,42
r12,1,1,6,369,prefill,42
r12,1,1,7,716,prefill,42
r12,1,1,8,310,prefill,42
r12,1,1,9,830,prefill,42
r12,1,1,10,11553,prefill,42
r12,1,1,11,13,prefill,42
r12,1,1,12,5044,prefill,42
r12,1,1,13,1683,prefill,42
r12,1,1,14,15060,prefill,42
r12,1,1,15,1472,prefill,42
r12,1,1,16,279,prefill,42
r12,1,1,17,3274,prefill,42
r12,1,1,18,11,prefill,42
r12,1,1,19,9307,prefill,42
r12,1,1,20,1328,prefill,42
r12,1,1,21,30800,prefill,42
r12,1,1,22,11,prefill,42
r12,1,1,23,2814,prefill,42
r12,1,1,24,47675,prefill,42
r12,1,1,25,25605,prefill,42
r12,1,1,26,11,prefill,42
r12,1,1,27,321,prefill,42
r12,1,1,28,60445,prefill,42
r12,1,1,29,55404,prefill,42
r12,1,1,30,11,prefill,42
r12,1,1,31,27224,prefill,42
r12,1,1,32,11,prefill,42
r12,1,1,33,321,prefill,42
r12,1,1,34,30246,prefill,42
r12,1,1,35,303,prefill,42
r12,1,1,36,279,prefill,42
r12,1,1,37,1534,prefill,42
r12,1,1,38,4087,prefill,42
r12,1,1,39,13,prefill,42
r12,1,1,40,248046,prefill,42
r12,1,1,41,198,prefill,42
r12,2,2,0,248045,prefill,25
r12,2,2,1,846,prefill,25
r12,2,2,2,198,prefill,25
r12,2,2,3,60856,prefill,25
r12,2,2,4,264,prefill,25
r12,2,2,5,4368,prefill,25
r12,2,2,6,53269,prefill,25
r12,2,2,7,436,prefill,25
r12,2,2,8,34810,prefill,25
r12,2,2,9,6297,prefill,25
r12,2,2,10,303,prefill,25
r12,2,2,11,12654,prefill,25
r12,2,2,12,440,prefill,25
r12,2,2,13,75843,prefill,25
r12,2,2,14,48241,prefill,25
r12,2,2,15,11,prefill,25
r12,2,2,16,1179,prefill,25
r12,2,2,17,10033,prefill,25
r12,2,2,18,279,prefill,25
r12,2,2,19,2790,prefill,25
r12,2,2,20,10856,prefill,25
r12,2,2,21,13,prefill,25
r12,2,2,22,248046,prefill,25
r12,2,2,23,198,prefill,25
r12,2,2,24,248045,prefill,25
r12,3,3,0,74455,prefill,4
r12,3,3,1,198,prefill,4
r12,3,3,2,248068,prefill,4
r12,3,3,3,198,prefill,4
r12,4,4,0,1596,decode,1
r12,5,5,0,1144,decode,1
r12,6,6,0,4087,decode,1
r12,7,7,0,1156,decode,1
r12,8,8,0,25,decode,1
r12,9,9,0,328,decode,1
r12,10,10,0,60856,decode,1
r12,11,11,0,264,decode,1
r12,12,12,0,4368,decode,1
r12,13,13,0,53269,decode,1
r12,14,14,0,436,decode,1
r12,15,15,0,34810,decode,1
r12,16,16,0,6297,decode,1
r12,17,17,0,303,decode,1
r12,18,18,0,12654,decode,1
