graph_id,ctx_id,pos,token_id
0,0,0,0
0,0,1,0
1,0,0,248045
1,0,1,8678
1,0,2,198
1,0,3,24342
1,0,4,286
1,0,5,4879
1,0,6,369
1,0,7,716
1,0,8,310
1,0,9,830
1,0,10,11553
1,0,11,13
1,0,12,5044
1,0,13,1683
1,0,14,15060
1,0,15,1472
1,0,16,279
1,0,17,3274
1,0,18,11
1,0,19,9307
1,0,20,1328
1,0,21,30800
1,0,22,11
1,0,23,2814
1,0,24,47675
1,0,25,25605
1,0,26,11
1,0,27,321
1,0,28,60445
1,0,29,55404
1,0,30,11
1,0,31,27224
1,0,32,11
1,0,33,321
1,0,34,30246
1,0,35,303
1,0,36,279
1,0,37,1534
1,0,38,4087
1,0,39,13
1,0,40,248046
1,0,41,198
2,0,0,248045
2,0,1,846
2,0,2,198
2,0,3,7734
2,0,4,264
2,0,5,12654
2,0,6,7873
2,0,7,314
2,0,8,264
2,0,9,2438
2,0,10,35721
2,0,11,4757
2,0,12,440
2,0,13,5479
2,0,14,11
2,0,15,3572
2,0,16,11
2,0,17,321
2,0,18,2624
2,0,19,7289
2,0,20,13
2,0,21,28763
2,0,22,11346
2,0,23,5853
2,0,24,24228
2,0,25,279
2,0,26,41930
2,0,27,11870
2,0,28,321
2,0,29,12331
2,0,30,4886
2,0,31,13
2,0,32,248046
2,0,33,198
2,0,34,248045
3,0,0,74455
3,0,1,198
3,0,2,248068
3,0,3,198
4,0,0,1596
5,0,0,1144
6,0,0,4087
7,0,0,1156
8,0,0,579
9,0,0,1622
10,0,0,25
11,0,0,9357
12,0,0,12654
13,0,0,7873
14,0,0,314
15,0,0,2438
16,0,0,35721
17,0,0,4757
18,0,0,440
19,0,0,5479
20,0,0,11
21,0,0,3572
22,0,0,11
23,0,0,2624
24,0,0,7289
25,0,0,13
26,0,0,28763
27,0,0,11346
28,0,0,5853
29,0,0,24228
30,0,0,41930
31,0,0,11870
32,0,0,321
33,0,0,12331
34,0,0,4886
35,0,0,13
36,0,0,271
37,0,0,22916
38,0,0,7936
39,0,0,1534
40,0,0,1970
41,0,0,4222
42,0,0,440
43,0,0,523
44,0,0,5829
45,0,0,11
46,0,0,3605
47,0,0,14004
48,0,0,6330
49,0,0,13
50,0,0,14235
51,0,0,5790
52,0,0,55404
53,0,0,13
54,0,0,14235
55,0,0,1683
56,0,0,1472
57,0,0,7873
58,0,0,13
59,0,0,14235
60,0,0,2830
61,0,0,11346
62,0,0,5853
63,0,0,13
64,0,0,16018
65,0,0,3300
66,0,0,4434
67,0,0,1970
68,0,0,13
69,0,0,14235
70,0,0,381
71,0,0,16097
72,0,0,440
73,0,0,3572
74,0,0,13
75,0,0,3605
76,0,0,35721
77,0,0,3572
78,0,0,369
79,0,0,32343
80,0,0,13
81,0,0,14235
82,0,0,4072
83,0,0,21094
84,0,0,391
85,0,0,13
86,0,0,271
87,0,0,9764
88,0,0,579
89,0,0,2790
90,0,0,13
91,0,0,271
92,0,0,7654
93,0,0,25
94,0,0,198
95,0,0,16
96,0,0,13
97,0,0,6983
98,0,0,2357
99,0,0,2438
100,0,0,466
101,0,0,3565
102,0,0,13
103,0,0,198
104,0,0,17
105,0,0,13
106,0,0,18284
107,0,0,3565
108,0,0,13
109,0,0,198
110,0,0,18
111,0,0,13
112,0,0,74864
113,0,0,318
114,0,0,74327
115,0,0,8
116,0,0,3565
117,0,0,13
118,0,0,198
119,0,0,19
120,0,0,13
121,0,0,3605
122,0,0,2357
123,0,0,2748
124,0,0,3565
125,0,0,13
126,0,0,198
127,0,0,20
128,0,0,13
129,0,0,1942
130,0,0,12351
131,0,0,494
132,0,0,2357
133,0,0,310
134,0,0,73260
135,0,0,61980
136,0,0,6435
137,0,0,1788
138,0,0,1324
139,0,0,3565
140,0,0,7552
141,0,0,13
142,0,0,271
143,0,0,9947
144,0,0,77991
145,0,0,61980
146,0,0,2357
147,0,0,30
148,0,0,458
149,0,0,74060
150,0,0,13
151,0,0,5829
152,0,0,682
153,0,0,1009
154,0,0,11
155,0,0,2047
156,0,0,11
157,0,0,1245
158,0,0,11
159,0,0,2594
160,0,0,11
161,0,0,1829
162,0,0,13
163,0,0,61980
164,0,0,77991
165,0,0,440
166,0,0,1829
167,0,0,35434
168,0,0,11
169,0,0,2594
170,0,0,6970
171,0,0,2168
172,0,0,13
173,0,0,8672
174,0,0,12216
175,0,0,283
176,0,0,61980
177,0,0,13
178,0,0,7304
179,0,0,83876
180,0,0,13
181,0,0,271
182,0,0,13384
183,0,0,25
184,0,0,5129
185,0,0,6759
186,0,0,11122
187,0,0,13
188,0,0,198
189,0,0,12
190,0,0,42102
191,0,0,5479
192,0,0,491
193,0,0,2357
194,0,0,440
195,0,0,61980
196,0,0,2748
197,0,0,11
198,0,0,2438
199,0,0,13
200,0,0,198
201,0,0,12
202,0,0,4884
203,0,0,446
204,0,0,25
205,0,0,1345
206,0,0,2594
207,0,0,2438
208,0,0,13
209,0,0,44487
210,0,0,3018
211,0,0,383
212,0,0,2594
213,0,0,1602
214,0,0,2047
215,0,0,70617
216,0,0,1623
217,0,0,314
218,0,0,6453
219,0,0,3637
220,0,0,321
221,0,0,36252
222,0,0,1829
223,0,0,13
224,0,0,198
225,0,0,4068
226,0,0,220
227,0,0,16
228,0,0,36252
229,0,0,2438
230,0,0,25
231,0,0,1347
232,0,0,764
233,0,0,2594
234,0,0,11
235,0,0,36252
236,0,0,3565
237,0,0,11
238,0,0,6453
239,0,0,3637
240,0,0,2438
241,0,0,11
242,0,0,3166
243,0,0,1110
244,0,0,310
245,0,0,6453
246,0,0,3637
247,0,0,13
248,0,0,198
249,0,0,4068
250,0,0,220
251,0,0,17
252,0,0,36252
253,0,0,3565
254,0,0,321
255,0,0,1110
256,0,0,369
257,0,0,1245
258,0,0,1623
259,0,0,318
260,0,0,3637
261,0,0,2047
262,0,0,1623
263,0,0,1590
264,0,0,2047
265,0,0,16424
266,0,0,2594
267,0,0,11
268,0,0,1110
269,0,0,28
270,0,0,3637
271,0,0,13
272,0,0,198
273,0,0,4068
274,0,0,220
275,0,0,18
276,0,0,36252
277,0,0,3565
278,0,0,321
279,0,0,1110
280,0,0,2047
281,0,0,1623
282,0,0,25
283,0,0,1347
284,0,0,764
285,0,0,2594
286,0,0,3565
287,0,0,11
288,0,0,6453
289,0,0,3637
290,0,0,2438
291,0,0,11
292,0,0,1245
293,0,0,16424
294,0,0,6453
295,0,0,3637
296,0,0,13
297,0,0,198
298,0,0,27006
299,0,0,15435
300,0,0,13
301,0,0,198
302,0,0,5836
303,0,0,5479
304,0,0,3578
305,0,0,3565
306,0,0,13
307,0,0,271
308,0,0,35711
309,0,0,778
310,0,0,25
311,0,0,198
312,0,0,2282
313,0,0,58785
314,0,0,2007
315,0,0,1590
316,0,0,374
317,0,0,24582
318,0,0,9236
319,0,0,26
320,0,0,830
321,0,0,9236
322,0,0,28408
323,0,0,8014
324,0,0,26
325,0,0,413
326,0,0,374
327,0,0,8014
328,0,0,931
329,0,0,61980
330,0,0,25
331,0,0,374
332,0,0,8014
333,0,0,8395
334,0,0,24582
335,0,0,26
336,0,0,374
337,0,0,8395
338,0,0,24582
339,0,0,8395
340,0,0,26
341,0,0,413
342,0,0,830
343,0,0,8395
344,0,0,410
345,0,0,74327
346,0,0,3578
347,0,0,28408
348,0,0,4265
349,0,0,830
350,0,0,410
351,0,0,87
352,0,0,8395
353,0,0,8014
354,0,0,830
355,0,0,8395
356,0,0,8014
357,0,0,28408
358,0,0,745
359,0,0,830
360,0,0,8395
361,0,0,9236
362,0,0,28408
363,0,0,26
364,0,0,374
365,0,0,8014
366,0,0,24582
367,0,0,26
368,0,0,830
369,0,0,8395
370,0,0,28408
371,0,0,13
372,0,0,198
373,0,0,1246
374,0,0,58785
375,0,0,52519
376,0,0,13
377,0,0,271
378,0,0,6233
379,0,0,25
380,0,0,14235
381,0,0,4072
382,0,0,41414
383,0,0,321
384,0,0,3572
385,0,0,4884
386,0,0,446
387,0,0,13
388,0,0,5272
389,0,0,77991
390,0,0,61980
391,0,0,13
392,0,0,5829
393,0,0,1110
394,0,0,13
395,0,0,198
396,0,0,12
397,0,0,374
398,0,0,283
399,0,0,1110
400,0,0,26
401,0,0,374
402,0,0,38247
403,0,0,6504
404,0,0,283
405,0,0,374
406,0,0,7710
407,0,0,198
408,0,0,12
409,0,0,413
410,0,0,1110
411,0,0,8014
412,0,0,606
413,0,0,61980
414,0,0,25
415,0,0,830
416,0,0,283
417,0,0,1110
418,0,0,9236
419,0,0,26
420,0,0,41414
421,0,0,12792
422,0,0,11
423,0,0,1110
424,0,0,9236
425,0,0,8
426,0,0,198
427,0,0,12
428,0,0,4265
429,0,0,1110
430,0,0,9236
431,0,0,606
432,0,0,61980
433,0,0,25
434,0,0,830
435,0,0,283
436,0,0,1110
437,0,0,8014
438,0,0,26
439,0,0,41414
440,0,0,12792
441,0,0,11
442,0,0,1110
443,0,0,8014
444,0,0,8
445,0,0,198
446,0,0,12
447,0,0,745
448,0,0,25
449,0,0,374
450,0,0,283
451,0,0,7776
452,0,0,12792
453,0,0,9236
454,0,0,1174
455,0,0,374
456,0,0,38247
457,0,0,6504
458,0,0,283
459,0,0,374
460,0,0,7710
461,0,0,26
462,0,0,830
463,0,0,283
464,0,0,374
465,0,0,9236
466,0,0,26
467,0,0,413
468,0,0,374
469,0,0,8395
470,0,0,606
471,0,0,1110
472,0,0,25
473,0,0,830
474,0,0,8395
475,0,0,283
476,0,0,374
477,0,0,318
478,0,0,3040
479,0,0,11122
480,0,0,2640
481,0,0,413
482,0,0,374
483,0,0,369
484,0,0,1110
485,0,0,579
486,0,0,1245
487,0,0,1623
488,0,0,11
489,0,0,830
490,0,0,8395
491,0,0,283
492,0,0,374
493,0,0,8
494,0,0,745
495,0,0,41414
496,0,0,6803
497,0,0,11
498,0,0,374
499,0,0,9236
500,0,0,1174
501,0,0,374
502,0,0,8014
503,0,0,283
504,0,0,1110
505,0,0,8014
506,0,0,26
507,0,0,374
508,0,0,8014
509,0,0,8395
510,0,0,283
511,0,0,374
512,0,0,26
513,0,0,374
514,0,0,9236
