request_id,graph_id,round,pos,token_id,phase,batch_size
r02,0,0,0,0,prefill,2
r02,0,0,1,0,prefill,2
r02,1,1,0,248045,prefill,42
r02,1,1,1,8678,prefill,42
r02,1,1,2,198,prefill,42
r02,1,1,3,24342,prefill,42
r02,1,1,4,286,prefill,42
r02,1,1,5,4879,prefill,42
r02,1,1,6,369,prefill,42
r02,1,1,7,716,prefill,42
r02,1,1,8,310,prefill,42
r02,1,1,9,830,prefill,42
r02,1,1,10,11553,prefill,42
r02,1,1,11,13,prefill,42
r02,1,1,12,5044,prefill,42
r02,1,1,13,1683,prefill,42
r02,1,1,14,15060,prefill,42
r02,1,1,15,1472,prefill,42
r02,1,1,16,279,prefill,42
r02,1,1,17,3274,prefill,42
r02,1,1,18,11,prefill,42
r02,1,1,19,9307,prefill,42
r02,1,1,20,1328,prefill,42
r02,1,1,21,30800,prefill,42
r02,1,1,22,11,prefill,42
r02,1,1,23,2814,prefill,42
r02,1,1,24,47675,prefill,42
r02,1,1,25,25605,prefill,42
r02,1,1,26,11,prefill,42
r02,1,1,27,321,prefill,42
r02,1,1,28,60445,prefill,42
r02,1,1,29,55404,prefill,42
r02,1,1,30,11,prefill,42
r02,1,1,31,27224,prefill,42
r02,1,1,32,11,prefill,42
r02,1,1,33,321,prefill,42
r02,1,1,34,30246,prefill,42
r02,1,1,35,303,prefill,42
r02,1,1,36,279,prefill,42
r02,1,1,37,1534,prefill,42
r02,1,1,38,4087,prefill,42
r02,1,1,39,13,prefill,42
r02,1,1,40,248046,prefill,42
r02,1,1,41,198,prefill,42
r02,2,2,0,248045,prefill,26
r02,2,2,1,846,prefill,26
r02,2,2,2,198,prefill,26
r02,2,2,3,4888,prefill,26
r02,2,2,4,58298,prefill,26
r02,2,2,5,10583,prefill,26
r02,2,2,6,4022,prefill,26
r02,2,2,7,4383,prefill,26
r02,2,2,8,383,prefill,26
r02,2,2,9,27233,prefill,26
r02,2,2,10,13,prefill,26
r02,2,2,11,12194,prefill,26
r02,2,2,12,728,prefill,26
r02,2,2,13,1472,prefill,26
r02,2,2,14,12809,prefill,26
r02,2,2,15,14008,prefill,26
r02,2,2,16,321,prefill,26
r02,2,2,17,34082,prefill,26
r02,2,2,18,424,prefill,26
r02,2,2,19,2923,prefill,26
r02,2,2,20,539,prefill,26
r02,2,2,21,2923,prefill,26
r02,2,2,22,13,prefill,26
r02,2,2,23,248046,prefill,26
r02,2,2,24,198,prefill,26
r02,2,2,25,248045,prefill,26
r02,3,3,0,74455,prefill,4
r02,3,3,1,198,prefill,4
r02,3,3,2,248068,prefill,4
r02,3,3,3,198,prefill,4
r02,4,4,0,1596,decode,1
r02,5,5,0,1144,decode,1
r02,6,6,0,310,decode,1
r02,7,7,0,5707,decode,1
r02,8,8,0,310,decode,1
r02,9,9,0,1156,decode,1
r02,10,10,0,25,decode,1
r02,11,11,0,328,decode,1
r02,12,12,0,4888,decode,1
r02,13,13,0,58298,decode,1
r02,14,14,0,10583,decode,1
r02,15,15,0,4022,decode,1
r02,16,16,0,4383,decode,1
r02,17,17,0,383,decode,1
r02,18,18,0,27233,decode,1
