request_id,graph_id,round,pos,token_id,phase,batch_size
r09,0,0,0,0,prefill,2
r09,0,0,1,0,prefill,2
r09,1,1,0,248045,prefill,42
r09,1,1,1,8678,prefill,42
r09,1,1,2,198,prefill,42
r09,1,1,3,24342,prefill,42
r09,1,1,4,286,prefill,42
r09,1,1,5,4879,prefill,42
r09,1,1,6,369,prefill,42
r09,1,1,7,716,prefill,42
r09,1,1,8,310,prefill,42
r09,1,1,9,830,prefill,42
r09,1,1,10,11553,prefill,42
r09,1,1,11,13,prefill,42
r09,1,1,12,5044,prefill,42
r09,1,1,13,1683,prefill,42
r09,1,1,14,15060,prefill,42
r09,1,1,15,1472,prefill,42
r09,1,1,16,279,prefill,42
r09,1,1,17,3274,prefill,42
r09,1,1,18,11,prefill,42
r09,1,1,19,9307,prefill,42
r09,1,1,20,1328,prefill,42
r09,1,1,21,30800,prefill,42
r09,1,1,22,11,prefill,42
r09,1,1,23,2814,prefill,42
r09,1,1,24,47675,prefill,42
r09,1,1,25,25605,prefill,42
r09,1,1,26,11,prefill,42
r09,1,1,27,321,prefill,42
r09,1,1,28,60445,prefill,42
r09,1,1,29,55404,prefill,42
r09,1,1,30,11,prefill,42
r09,1,1,31,27224,prefill,42
r09,1,1,32,11,prefill,42
r09,1,1,33,321,prefill,42
r09,1,1,34,30246,prefill,42
r09,1,1,35,303,prefill,42
r09,1,1,36,279,prefill,42
r09,1,1,37,1534,prefill,42
r09,1,1,38,4087,prefill,42
r09,1,1,39,13,prefill,42
r09,1,1,40,248046,prefill,42
r09,1,1,41,198,prefill,42
r09,2,2,0,248045,prefill,28
r09,2,2,1,846,prefill,28
r09,2,2,2,198,prefill,28
r09,2,2,3,60856,prefill,28
r09,2,2,4,264,prefill,28
r09,2,2,5,4779,prefill,28
r09,2,2,6,7087,prefill,28
r09,2,2,7,42209,prefill,28
r09,2,2,8,303,prefill,28
r09,2,2,9,351,prefill,28
r09,2,2,10,992,prefill,28
r09,2,2,11,364,prefill,28
r09,2,2,12,8097,prefill,28
r09,2,2,13,6948,prefill,28
r09,2,2,14,9714,prefill,28
r09,2,2,15,321,prefill,28
r09,2,2,16,27502,prefill,28
r09,2,2,17,424,prefill,28
r09,2,2,18,2272,prefill,28
r09,2,2,19,491,prefill,28
r09,2,2,20,31211,prefill,28
r09,2,2,21,303,prefill,28
r09,2,2,22,264,prefill,28
r09,2,2,23,6136,prefill,28
r09,2,2,24,13,prefill,28
r09,2,2,25,248046,prefill,28
r09,2,2,26,198,prefill,28
r09,2,2,27,248045,prefill,28
r09,3,3,0,74455,prefill,4
r09,3,3,1,198,prefill,4
r09,3,3,2,248068,prefill,4
r09,3,3,3,198,prefill,4
r09,4,4,0,1596,decode,1
r09,5,5,0,1144,decode,1
r09,6,6,0,4087,decode,1
r09,7,7,0,1156,decode,1
r09,8,8,0,25,decode,1
r09,9,9,0,328,decode,1
r09,10,10,0,60856,decode,1
r09,11,11,0,264,decode,1
r09,12,12,0,4779,decode,1
r09,13,13,0,7087,decode,1
r09,14,14,0,42209,decode,1
r09,15,15,0,303,decode,1
r09,16,16,0,351,decode,1
r09,17,17,0,992,decode,1
r09,18,18,0,364,decode,1
