request_id,graph_id,round,pos,token_id,phase,batch_size
r16,0,0,0,0,prefill,2
r16,0,0,1,0,prefill,2
r16,1,1,0,248045,prefill,42
r16,1,1,1,8678,prefill,42
r16,1,1,2,198,prefill,42
r16,1,1,3,24342,prefill,42
r16,1,1,4,286,prefill,42
r16,1,1,5,4879,prefill,42
r16,1,1,6,369,prefill,42
r16,1,1,7,716,prefill,42
r16,1,1,8,310,prefill,42
r16,1,1,9,830,prefill,42
r16,1,1,10,11553,prefill,42
r16,1,1,11,13,prefill,42
r16,1,1,12,5044,prefill,42
r16,1,1,13,1683,prefill,42
r16,1,1,14,15060,prefill,42
r16,1,1,15,1472,prefill,42
r16,1,1,16,279,prefill,42
r16,1,1,17,3274,prefill,42
r16,1,1,18,11,prefill,42
r16,1,1,19,9307,prefill,42
r16,1,1,20,1328,prefill,42
r16,1,1,21,30800,prefill,42
r16,1,1,22,11,prefill,42
r16,1,1,23,2814,prefill,42
r16,1,1,24,47675,prefill,42
r16,1,1,25,25605,prefill,42
r16,1,1,26,11,prefill,42
r16,1,1,27,321,prefill,42
r16,1,1,28,60445,prefill,42
r16,1,1,29,55404,prefill,42
r16,1,1,30,11,prefill,42
r16,1,1,31,27224,prefill,42
r16,1,1,32,11,prefill,42
r16,1,1,33,321,prefill,42
r16,1,1,34,30246,prefill,42
r16,1,1,35,303,prefill,42
r16,1,1,36,279,prefill,42
r16,1,1,37,1534,prefill,42
r16,1,1,38,4087,prefill,42
r16,1,1,39,13,prefill,42
r16,1,1,40,248046,prefill,42
r16,1,1,41,198,prefill,42
r16,2,2,0,248045,prefill,35
r16,2,2,1,846,prefill,35
r16,2,2,2,198,prefill,35
r16,2,2,3,814,prefill,35
r16,2,2,4,20139,prefill,35
r16,2,2,5,279,prefill,35
r16,2,2,6,3487,prefill,35
r16,2,2,7,7785,prefill,35
r16,2,2,8,4661,prefill,35
r16,2,2,9,26912,prefill,35
r16,2,2,10,15530,prefill,35
r16,2,2,11,25,prefill,35
r16,2,2,12,36120,prefill,35
r16,2,2,13,4257,prefill,35
r16,2,2,14,11,prefill,35
r16,2,2,15,39142,prefill,35
r16,2,2,16,70857,prefill,35
r16,2,2,17,11,prefill,35
r16,2,2,18,279,prefill,35
r16,2,2,19,11004,prefill,35
r16,2,2,20,64023,prefill,35
r16,2,2,21,12355,prefill,35
r16,2,2,22,11,prefill,35
r16,2,2,23,321,prefill,35
r16,2,2,24,3069,prefill,35
r16,2,2,25,9039,prefill,35
r16,2,2,26,2444,prefill,35
r16,2,2,27,12482,prefill,35
r16,2,2,28,506,prefill,35
r16,2,2,29,1754,prefill,35
r16,2,2,30,6228,prefill,35
r16,2,2,31,13,prefill,35
r16,2,2,32,248046,prefill,35
r16,2,2,33,198,prefill,35
r16,2,2,34,248045,prefill,35
r16,3,3,0,74455,prefill,4
r16,3,3,1,198,prefill,4
r16,3,3,2,248068,prefill,4
r16,3,3,3,198,prefill,4
r16,4,4,0,1596,decode,1
r16,5,5,0,1144,decode,1
r16,6,6,0,4087,decode,1
r16,7,7,0,1156,decode,1
r16,8,8,0,579,decode,1
r16,9,9,0,1622,decode,1
r16,10,10,0,25,decode,1
r16,11,11,0,10033,decode,1
r16,12,12,0,3487,decode,1
r16,13,13,0,7785,decode,1
r16,14,14,0,4661,decode,1
r16,15,15,0,26912,decode,1
r16,16,16,0,15530,decode,1
r16,17,17,0,25,decode,1
r16,18,18,0,36120,decode,1
