request_id,graph_id,round,pos,token_id,phase,batch_size
r05,0,0,0,0,prefill,2
r05,0,0,1,0,prefill,2
r05,1,1,0,248045,prefill,42
r05,1,1,1,8678,prefill,42
r05,1,1,2,198,prefill,42
r05,1,1,3,24342,prefill,42
r05,1,1,4,286,prefill,42
r05,1,1,5,4879,prefill,42
r05,1,1,6,369,prefill,42
r05,1,1,7,716,prefill,42
r05,1,1,8,310,prefill,42
r05,1,1,9,830,prefill,42
r05,1,1,10,11553,prefill,42
r05,1,1,11,13,prefill,42
r05,1,1,12,5044,prefill,42
r05,1,1,13,1683,prefill,42
r05,1,1,14,15060,prefill,42
r05,1,1,15,1472,prefill,42
r05,1,1,16,279,prefill,42
r05,1,1,17,3274,prefill,42
r05,1,1,18,11,prefill,42
r05,1,1,19,9307,prefill,42
r05,1,1,20,1328,prefill,42
r05,1,1,21,30800,prefill,42
r05,1,1,22,11,prefill,42
r05,1,1,23,2814,prefill,42
r05,1,1,24,47675,prefill,42
r05,1,1,25,25605,prefill,42
r05,1,1,26,11,prefill,42
r05,1,1,27,321,prefill,42
r05,1,1,28,60445,prefill,42
r05,1,1,29,55404,prefill,42
r05,1,1,30,11,prefill,42
r05,1,1,31,27224,prefill,42
r05,1,1,32,11,prefill,42
r05,1,1,33,321,prefill,42
r05,1,1,34,30246,prefill,42
r05,1,1,35,303,prefill,42
r05,1,1,36,279,prefill,42
r05,1,1,37,1534,prefill,42
r05,1,1,38,4087,prefill,42
r05,1,1,39,13,prefill,42
r05,1,1,40,248046,prefill,42
r05,1,1,41,198,prefill,42
r05,2,2,0,248045,prefill,30
r05,2,2,1,846,prefill,30
r05,2,2,2,198,prefill,30
r05,2,2,3,96220,prefill,30
r05,2,2,4,98153,prefill,30
r05,2,2,5,98682,prefill,30
r05,2,2,6,97434,prefill,30
r05,2,2,7,113636,prefill,30
r05,2,2,8,144923,prefill,30
r05,2,2,9,96099,prefill,30
r05,2,2,10,111785,prefill,30
r05,2,2,11,3709,prefill,30
r05,2,2,12,96200,prefill,30
r05,2,2,13,96216,prefill,30
r05,2,2,14,96099,prefill,30
r05,2,2,15,5205,prefill,30
r05,2,2,16,129249,prefill,30
r05,2,2,17,95839,prefill,30
r05,2,2,18,98660,prefill,30
r05,2,2,19,109967,prefill,30
r05,2,2,20,3709,prefill,30
r05,2,2,21,98015,prefill,30
r05,2,2,22,117746,prefill,30
r05,2,2,23,97326,prefill,30
r05,2,2,24,100537,prefill,30
r05,2,2,25,95996,prefill,30
r05,2,2,26,1710,prefill,30
r05,2,2,27,248046,prefill,30
r05,2,2,28,198,prefill,30
r05,2,2,29,248045,prefill,30
r05,3,3,0,74455,prefill,4
r05,3,3,1,198,prefill,4
r05,3,3,2,248068,prefill,4
r05,3,3,3,198,prefill,4
r05,4,4,0,97237,decode,1
r05,5,5,0,95826,decode,1
r05,6,6,0,99986,decode,1
r05,7,7,0,109044,decode,1
r05,8,8,0,113636,decode,1
r05,9,9,0,144923,decode,1
r05,10,10,0,96099,decode,1
r05,11,11,0,111785,decode,1
r05,12,12,0,3709,decode,1
r05,13,13,0,96719,decode,1
r05,14,14,0,96200,decode,1
r05,15,15,0,96216,decode,1
r05,16,16,0,96099,decode,1
r05,17,17,0,5205,decode,1
r05,18,18,0,129249,decode,1
