request_id,graph_id,round,pos,token_id,phase,batch_size
r15,0,0,0,0,prefill,2
r15,0,0,1,0,prefill,2
r15,1,1,0,248045,prefill,42
r15,1,1,1,8678,prefill,42
r15,1,1,2,198,prefill,42
r15,1,1,3,24342,prefill,42
r15,1,1,4,286,prefill,42
r15,1,1,5,4879,prefill,42
r15,1,1,6,369,prefill,42
r15,1,1,7,716,prefill,42
r15,1,1,8,310,prefill,42
r15,1,1,9,830,prefill,42
r15,1,1,10,11553,prefill,42
r15,1,1,11,13,prefill,42
r15,1,1,12,5044,prefill,42
r15,1,1,13,1683,prefill,42
r15,1,1,14,15060,prefill,42
r15,1,1,15,1472,prefill,42
r15,1,1,16,279,prefill,42
r15,1,1,17,3274,prefill,42
r15,1,1,18,11,prefill,42
r15,1,1,19,9307,prefill,42
r15,1,1,20,1328,prefill,42
r15,1,1,21,30800,prefill,42
r15,1,1,22,11,prefill,42
r15,1,1,23,2814,prefill,42
r15,1,1,24,47675,prefill,42
r15,1,1,25,25605,prefill,42
r15,1,1,26,11,prefill,42
r15,1,1,27,321,prefill,42
r15,1,1,28,60445,prefill,42
r15,1,1,29,55404,prefill,42
r15,1,1,30,11,prefill,42
r15,1,1,31,27224,prefill,42
r15,1,1,32,11,prefill,42
r15,1,1,33,321,prefill,42
r15,1,1,34,30246,prefill,42
r15,1,1,35,303,prefill,42
r15,1,1,36,279,prefill,42
r15,1,1,37,1534,prefill,42
r15,1,1,38,4087,prefill,42
r15,1,1,39,13,prefill,42
r15,1,1,40,248046,prefill,42
r15,1,1,41,198,prefill,42
r15,2,2,0,248045,prefill,39
r15,2,2,1,846,prefill,39
r15,2,2,2,198,prefill,39
r15,2,2,3,814,prefill,39
r15,2,2,4,20139,prefill,39
r15,2,2,5,279,prefill,39
r15,2,2,6,12141,prefill,39
r15,2,2,7,10458,prefill,39
r15,2,2,8,10732,prefill,39
r15,2,2,9,82,prefill,39
r15,2,2,10,421,prefill,39
r15,2,2,11,1362,prefill,39
r15,2,2,12,41365,prefill,39
r15,2,2,13,9682,prefill,39
r15,2,2,14,2222,prefill,39
r15,2,2,15,25,prefill,39
r15,2,2,16,791,prefill,39
r15,2,2,17,94679,prefill,39
r15,2,2,18,40128,prefill,39
r15,2,2,19,82427,prefill,39
r15,2,2,20,11,prefill,39
r15,2,2,21,17415,prefill,39
r15,2,2,22,41702,prefill,39
r15,2,2,23,48070,prefill,39
r15,2,2,24,11,prefill,39
r15,2,2,25,321,prefill,39
r15,2,2,26,9561,prefill,39
r15,2,2,27,18212,prefill,39
r15,2,2,28,85926,prefill,39
r15,2,2,29,10732,prefill,39
r15,2,2,30,13,prefill,39
r15,2,2,31,30407,prefill,39
r15,2,2,32,1386,prefill,39
r15,2,2,33,1332,prefill,39
r15,2,2,34,3102,prefill,39
r15,2,2,35,13,prefill,39
r15,2,2,36,248046,prefill,39
r15,2,2,37,198,prefill,39
r15,2,2,38,248045,prefill,39
r15,3,3,0,74455,prefill,4
r15,3,3,1,198,prefill,4
r15,3,3,2,248068,prefill,4
r15,3,3,3,198,prefill,4
r15,4,4,0,1596,decode,1
r15,5,5,0,1144,decode,1
r15,6,6,0,4087,decode,1
r15,7,7,0,1156,decode,1
r15,8,8,0,25,decode,1
r15,9,9,0,328,decode,1
r15,10,10,0,814,decode,1
r15,11,11,0,20139,decode,1
r15,12,12,0,279,decode,1
r15,13,13,0,12141,decode,1
r15,14,14,0,10458,decode,1
r15,15,15,0,10732,decode,1
r15,16,16,0,82,decode,1
r15,17,17,0,421,decode,1
r15,18,18,0,1362,decode,1
