request_id,graph_id,round,pos,token_id,phase,batch_size
r01,0,0,0,0,prefill,2
r01,0,0,1,0,prefill,2
r01,1,1,0,248045,prefill,42
r01,1,1,1,8678,prefill,42
r01,1,1,2,198,prefill,42
r01,1,1,3,24342,prefill,42
r01,1,1,4,286,prefill,42
r01,1,1,5,4879,prefill,42
r01,1,1,6,369,prefill,42
r01,1,1,7,716,prefill,42
r01,1,1,8,310,prefill,42
r01,1,1,9,830,prefill,42
r01,1,1,10,11553,prefill,42
r01,1,1,11,13,prefill,42
r01,1,1,12,5044,prefill,42
r01,1,1,13,1683,prefill,42
r01,1,1,14,15060,prefill,42
r01,1,1,15,1472,prefill,42
r01,1,1,16,279,prefill,42
r01,1,1,17,3274,prefill,42
r01,1,1,18,11,prefill,42
r01,1,1,19,9307,prefill,42
r01,1,1,20,1328,prefill,42
r01,1,1,21,30800,prefill,42
r01,1,1,22,11,prefill,42
r01,1,1,23,2814,prefill,42
r01,1,1,24,47675,prefill,42
r01,1,1,25,25605,prefill,42
r01,1,1,26,11,prefill,42
r01,1,1,27,321,prefill,42
r01,1,1,28,60445,prefill,42
r01,1,1,29,55404,prefill,42
r01,1,1,30,11,prefill,42
r01,1,1,31,27224,prefill,42
r01,1,1,32,11,prefill,42
r01,1,1,33,321,prefill,42
r01,1,1,34,30246,prefill,42
r01,1,1,35,303,prefill,42
r01,1,1,36,279,prefill,42
r01,1,1,37,1534,prefill,42
r01,1,1,38,4087,prefill,42
r01,1,1,39,13,prefill,42
r01,1,1,40,248046,prefill,42
r01,1,1,41,198,prefill,42
r01,2,2,0,248045,prefill,32
r01,2,2,1,846,prefill,32
r01,2,2,2,198,prefill,32
r01,2,2,3,814,prefill,32
r01,2,2,4,20139,prefill,32
r01,2,2,5,1204,prefill,32
r01,2,2,6,310,prefill,32
r01,2,2,7,3019,prefill,32
r01,2,2,8,264,prefill,32
r01,2,2,9,1936,prefill,32
r01,2,2,10,23046,prefill,32
r01,2,2,11,36129,prefill,32
r01,2,2,12,8151,prefill,32
r01,2,2,13,303,prefill,32
r01,2,2,14,279,prefill,32
r01,2,2,15,25262,prefill,32
r01,2,2,16,80062,prefill,32
r01,2,2,17,364,prefill,32
r01,2,2,18,1330,prefill,32
r01,2,2,19,45285,prefill,32
r01,2,2,20,11,prefill,32
r01,2,2,21,2583,prefill,32
r01,2,2,22,14034,prefill,32
r01,2,2,23,11,prefill,32
r01,2,2,24,7318,prefill,32
r01,2,2,25,11,prefill,32
r01,2,2,26,321,prefill,32
r01,2,2,27,6925,prefill,32
r01,2,2,28,13,prefill,32
r01,2,2,29,248046,prefill,32
r01,2,2,30,198,prefill,32
r01,2,2,31,248045,prefill,32
r01,3,3,0,74455,prefill,4
r01,3,3,1,198,prefill,4
r01,3,3,2,248068,prefill,4
r01,3,3,3,198,prefill,4
r01,4,4,0,1596,decode,1
r01,5,5,0,1144,decode,1
r01,6,6,0,4087,decode,1
r01,7,7,0,1156,decode,1
r01,8,8,0,579,decode,1
r01,9,9,0,1622,decode,1
r01,10,10,0,25,decode,1
r01,11,11,0,328,decode,1
r01,12,12,0,814,decode,1
r01,13,13,0,20139,decode,1
r01,14,14,0,1204,decode,1
r01,15,15,0,310,decode,1
r01,16,16,0,3019,decode,1
r01,17,17,0,264,decode,1
r01,18,18,0,1936,decode,1
