request_id,graph_id,round,pos,token_id,phase,batch_size
r08,0,0,0,0,prefill,2
r08,0,0,1,0,prefill,2
r08,1,1,0,248045,prefill,42
r08,1,1,1,8678,prefill,42
r08,1,1,2,198,prefill,42
r08,1,1,3,24342,prefill,42
r08,1,1,4,286,prefill,42
r08,1,1,5,4879,prefill,42
r08,1,1,6,369,prefill,42
r08,1,1,7,716,prefill,42
r08,1,1,8,310,prefill,42
r08,1,1,9,830,prefill,42
r08,1,1,10,11553,prefill,42
r08,1,1,11,13,prefill,42
r08,1,1,12,5044,prefill,42
r08,1,1,13,1683,prefill,42
r08,1,1,14,15060,prefill,42
r08,1,1,15,1472,prefill,42
r08,1,1,16,279,prefill,42
r08,1,1,17,3274,prefill,42
r08,1,1,18,11,prefill,42
r08,1,1,19,9307,prefill,42
r08,1,1,20,1328,prefill,42
r08,1,1,21,30800,prefill,42
r08,1,1,22,11,prefill,42
r08,1,1,23,2814,prefill,42
r08,1,1,24,47675,prefill,42
r08,1,1,25,25605,prefill,42
r08,1,1,26,11,prefill,42
r08,1,1,27,321,prefill,42
r08,1,1,28,60445,prefill,42
r08,1,1,29,55404,prefill,42
r08,1,1,30,11,prefill,42
r08,1,1,31,27224,prefill,42
r08,1,1,32,11,prefill,42
r08,1,1,33,321,prefill,42
r08,1,1,34,30246,prefill,42
r08,1,1,35,303,prefill,42
r08,1,1,36,279,prefill,42
r08,1,1,37,1534,prefill,42
r08,1,1,38,4087,prefill,42
r08,1,1,39,13,prefill,42
r08,1,1,40,248046,prefill,42
r08,1,1,41,198,prefill,42
r08,2,2,0,248045,prefill,43
r08,2,2,1,846,prefill,43
r08,2,2,2,198,prefill,43
r08,2,2,3,814,prefill,43
r08,2,2,4,20139,prefill,43
r08,2,2,5,279,prefill,43
r08,2,2,6,20665,prefill,43
r08,2,2,7,314,prefill,43
r08,2,2,8,2184,prefill,43
r08,2,2,9,74030,prefill,43
r08,2,2,10,1861,prefill,43
r08,2,2,11,11,prefill,43
r08,2,2,12,17661,prefill,43
r08,2,2,13,22782,prefill,43
r08,2,2,14,13139,prefill,43
r08,2,2,15,11,prefill,43
r08,2,2,16,279,prefill,43
r08,2,2,17,2088,prefill,43
r08,2,2,18,1003,prefill,43
r08,2,2,19,1154,prefill,43
r08,2,2,20,2376,prefill,43
r08,2,2,21,11,prefill,43
r08,2,2,22,321,prefill,43
r08,2,2,23,3069,prefill,43
r08,2,2,24,1496,prefill,43
r08,2,2,25,12,prefill,43
r08,2,2,26,33413,prefill,43
r08,2,2,27,2184,prefill,43
r08,2,2,28,74030,prefill,43
r08,2,2,29,1052,prefill,43
r08,2,2,30,6922,prefill,43
r08,2,2,31,29463,prefill,43
r08,2,2,32,15513,prefill,43
r08,2,2,33,13,prefill,43
r08,2,2,34,9357,prefill,43
r08,2,2,35,364,prefill,43
r08,2,2,36,264,prefill,43
r08,2,2,37,20665,prefill,43
r08,2,2,38,39096,prefill,43
r08,2,2,39,13,prefill,43
r08,2,2,40,248046,prefill,43
r08,2,2,41,198,prefill,43
r08,2,2,42,248045,prefill,43
r08,3,3,0,74455,prefill,4
r08,3,3,1,198,prefill,4
r08,3,3,2,248068,prefill,4
r08,3,3,3,198,prefill,4
r08,4,4,0,1596,decode,1
r08,5,5,0,1144,decode,1
r08,6,6,0,4087,decode,1
r08,7,7,0,1156,decode,1
r08,8,8,0,25,decode,1
r08,9,9,0,328,decode,1
r08,10,10,0,814,decode,1
r08,11,11,0,20139,decode,1
r08,12,12,0,279,decode,1
r08,13,13,0,20665,decode,1
r08,14,14,0,314,decode,1
r08,15,15,0,2184,decode,1
r08,16,16,0,74030,decode,1
r08,17,17,0,1861,decode,1
r08,18,18,0,11,decode,1
