graph_id,ctx_id,pos,token_id
0,0,0,0
0,0,1,0
1,0,0,248045
1,0,1,8678
1,0,2,198
1,0,3,24342
1,0,4,286
1,0,5,4879
1,0,6,369
1,0,7,716
1,0,8,310
1,0,9,830
1,0,10,11553
1,0,11,13
1,0,12,5044
1,0,13,1683
1,0,14,15060
1,0,15,1472
1,0,16,279
1,0,17,3274
1,0,18,11
1,0,19,9307
1,0,20,1328
1,0,21,30800
1,0,22,11
1,0,23,2814
1,0,24,47675
1,0,25,25605
1,0,26,11
1,0,27,321
1,0,28,60445
1,0,29,55404
1,0,30,11
1,0,31,27224
1,0,32,11
1,0,33,321
1,0,34,30246
1,0,35,303
1,0,36,279
1,0,37,1534
1,0,38,4087
1,0,39,13
1,0,40,248046
1,0,41,198
2,0,0,248045
2,0,1,846
2,0,2,198
2,0,3,60856
2,0,4,264
2,0,5,4779
2,0,6,7087
2,0,7,42209
2,0,8,303
2,0,9,351
2,0,10,992
2,0,11,364
2,0,12,8097
2,0,13,6948
2,0,14,9714
2,0,15,321
2,0,16,27502
2,0,17,424
2,0,18,2272
2,0,19,491
2,0,20,31211
2,0,21,303
2,0,22,264
2,0,23,6136
2,0,24,13
2,0,25,248046
2,0,26,198
2,0,27,248045
3,0,0,74455
3,0,1,198
3,0,2,248068
3,0,3,198
4,0,0,1596
5,0,0,1144
6,0,0,4087
7,0,0,1156
8,0,0,25
9,0,0,328
10,0,0,60856
11,0,0,264
12,0,0,4779
13,0,0,7087
14,0,0,42209
15,0,0,303
16,0,0,351
17,0,0,992
18,0,0,364
19,0,0,8097
20,0,0,6948
21,0,0,9714
22,0,0,321
23,0,0,27502
24,0,0,424
25,0,0,2272
26,0,0,491
27,0,0,31211
28,0,0,303
29,0,0,264
30,0,0,6136
31,0,0,1149
32,0,0,14235
33,0,0,3300
34,0,0,1970
35,0,0,4222
36,0,0,351
37,0,0,992
38,0,0,7873
39,0,0,321
40,0,0,27502
41,0,0,13
42,0,0,14235
43,0,0,1683
44,0,0,1472
45,0,0,3447
46,0,0,13
47,0,0,14235
48,0,0,1534
49,0,0,440
50,0,0,15673
51,0,0,321
52,0,0,1970
53,0,0,13
54,0,0,14235
55,0,0,6970
56,0,0,2830
57,0,0,4434
58,0,0,1957
59,0,0,13
60,0,0,14235
61,0,0,5790
62,0,0,55404
63,0,0,11
64,0,0,4368
65,0,0,6925
66,0,0,30
67,0,0,16018
68,0,0,4072
69,0,0,4145
70,0,0,7087
71,0,0,42209
72,0,0,364
73,0,0,8097
74,0,0,6948
75,0,0,9714
76,0,0,13
77,0,0,59542
78,0,0,2272
79,0,0,491
80,0,0,31211
81,0,0,303
82,0,0,6136
83,0,0,13
84,0,0,14235
85,0,0,6970
86,0,0,958
87,0,0,1407
88,0,0,476
89,0,0,24948
90,0,0,11
91,0,0,4055
92,0,0,30
93,0,0,14235
94,0,0,5471
95,0,0,18826
96,0,0,70558
97,0,0,3023
98,0,0,13
99,0,0,14235
100,0,0,4123
101,0,0,4779
102,0,0,7087
103,0,0,25
104,0,0,21405
105,0,0,25903
106,0,0,11
107,0,0,1845
108,0,0,1103
109,0,0,13
110,0,0,19536
111,0,0,6948
112,0,0,9714
113,0,0,13
114,0,0,16018
115,0,0,3683
116,0,0,523
117,0,0,22021
118,0,0,41315
119,0,0,3025
120,0,0,13867
121,0,0,5272
122,0,0,5117
123,0,0,299
124,0,0,30
125,0,0,14235
126,0,0,3579
127,0,0,23014
128,0,0,21849
129,0,0,90027
130,0,0,13
131,0,0,59542
132,0,0,25
133,0,0,21405
134,0,0,443
135,0,0,5978
136,0,0,11
137,0,0,3436
138,0,0,26564
139,0,0,11
140,0,0,1179
141,0,0,3572
142,0,0,53825
143,0,0,13
144,0,0,23024
145,0,0,491
146,0,0,31211
147,0,0,5972
148,0,0,7087
149,0,0,13
150,0,0,14235
151,0,0,6970
152,0,0,2830
153,0,0,7948
154,0,0,446
155,0,0,11
156,0,0,5081
157,0,0,24869
158,0,0,13
159,0,0,14235
160,0,0,5790
161,0,0,7087
162,0,0,628
163,0,0,21405
164,0,0,494
165,0,0,25903
166,0,0,11
167,0,0,1845
168,0,0,1103
169,0,0,13
170,0,0,14235
171,0,0,6970
172,0,0,958
173,0,0,1407
174,0,0,476
175,0,0,5022
176,0,0,81
177,0,0,30
178,0,0,1921
179,0,0,1156
180,0,0,16561
181,0,0,4072
182,0,0,13
183,0,0,16018
184,0,0,3300
185,0,0,351
186,0,0,992
187,0,0,16
188,0,0,22
189,0,0,1970
190,0,0,13
191,0,0,14235
192,0,0,6970
193,0,0,6088
194,0,0,524
195,0,0,4368
196,0,0,53269
197,0,0,26
198,0,0,628
199,0,0,884
200,0,0,29851
201,0,0,13
202,0,0,14235
203,0,0,27502
204,0,0,6136
205,0,0,25
206,0,0,364
207,0,0,1754
208,0,0,18971
209,0,0,21405
210,0,0,307
211,0,0,5978
212,0,0,11
213,0,0,3436
214,0,0,303
215,0,0,4471
216,0,0,3025
217,0,0,9
218,0,0,7813
219,0,0,1179
220,0,0,6705
221,0,0,21849
222,0,0,30171
223,0,0,13
224,0,0,14235
225,0,0,6420
226,0,0,13
227,0,0,14235
228,0,0,6970
229,0,0,958
230,0,0,20791
231,0,0,491
232,0,0,321
233,0,0,44462
234,0,0,13
235,0,0,1690
236,0,0,34468
237,0,0,4346
238,0,0,30
239,0,0,16018
240,0,0,27502
241,0,0,514
242,0,0,466
243,0,0,1968
244,0,0,13
245,0,0,14235
246,0,0,5790
247,0,0,44462
248,0,0,2512
249,0,0,13
250,0,0,1690
251,0,0,7087
252,0,0,11
253,0,0,21405
254,0,0,6891
255,0,0,4779
256,0,0,11
257,0,0,8972
258,0,0,4417
259,0,0,20791
260,0,0,491
261,0,0,11
262,0,0,6705
263,0,0,4417
264,0,0,280
265,0,0,397
266,0,0,93
267,0,0,51
268,0,0,1453
269,0,0,1179
270,0,0,3372
271,0,0,21703
272,0,0,310
273,0,0,7087
274,0,0,13
275,0,0,1690
276,0,0,491
277,0,0,31211
278,0,0,11
279,0,0,491
280,0,0,345
281,0,0,321
282,0,0,3572
283,0,0,280
284,0,0,13
285,0,0,14235
286,0,0,6970
287,0,0,958
288,0,0,1407
289,0,0,476
290,0,0,3112
291,0,0,3025
292,0,0,12631
293,0,0,310
294,0,0,2426
295,0,0,26564
296,0,0,13
297,0,0,14235
298,0,0,6970
299,0,0,958
300,0,0,1407
301,0,0,476
302,0,0,11134
303,0,0,30
304,0,0,2717
305,0,0,5689
306,0,0,13
307,0,0,14235
308,0,0,6970
309,0,0,958
310,0,0,16569
311,0,0,18725
312,0,0,310
313,0,0,5190
314,0,0,24460
315,0,0,13
316,0,0,14235
317,0,0,6970
318,0,0,18612
319,0,0,7789
320,0,0,13
321,0,0,14235
322,0,0,6970
323,0,0,2468
324,0,0,2961
325,0,0,13
326,0,0,14235
327,0,0,6970
328,0,0,2830
329,0,0,4779
330,0,0,7087
331,0,0,7873
332,0,0,25
333,0,0,271
334,0,0,4075
335,0,0,361
336,0,0,8759
337,0,0,345
338,0,0,11
339,0,0,1407
340,0,0,476
341,0,0,2073
342,0,0,516
343,0,0,8103
344,0,0,1635
345,0,0,283
346,0,0,220
347,0,0,21
348,0,0,19
349,0,0,11
350,0,0,1407
351,0,0,476
352,0,0,2073
353,0,0,516
354,0,0,43996
355,0,0,28830
356,0,0,283
357,0,0,220
358,0,0,16
359,0,0,15
360,0,0,17
361,0,0,19
362,0,0,29
363,0,0,198
364,0,0,1005
365,0,0,22021
366,0,0,41315
367,0,0,313
368,0,0,198
369,0,0,1064
370,0,0,16065
371,0,0,5029
372,0,0,476
373,0,0,284
374,0,0,3430
375,0,0,25806
376,0,0,391
377,0,0,2187
378,0,0,1193
379,0,0,1196
380,0,0,30
381,0,0,874
382,0,0,11
383,0,0,1144
384,0,0,44462
385,0,0,13
386,0,0,198
387,0,0,1968
388,0,0,8103
389,0,0,313
390,0,0,10973
391,0,0,313
392,0,0,8103
393,0,0,9
394,0,0,1727
395,0,0,26
396,0,0,5117
397,0,0,299
398,0,0,4004
399,0,0,8
400,0,0,3646
401,0,0,1122
402,0,0,5638
403,0,0,90523
404,0,0,4004
405,0,0,78297
406,0,0,19455
407,0,0,19455
408,0,0,198
409,0,0,1407
410,0,0,476
411,0,0,3112
412,0,0,7797
413,0,0,476
414,0,0,9301
415,0,0,4207
416,0,0,21243
417,0,0,1249
418,0,0,2372
419,0,0,25903
420,0,0,26
421,0,0,434
422,0,0,694
423,0,0,8103
424,0,0,16682
425,0,0,30
426,0,0,16018
427,0,0,21405
428,0,0,25903
429,0,0,314
430,0,0,8103
431,0,0,440
432,0,0,5117
433,0,0,299
434,0,0,53388
435,0,0,553
436,0,0,14235
437,0,0,5790
438,0,0,16682
439,0,0,13
440,0,0,198
441,0,0,1407
442,0,0,476
443,0,0,3112
444,0,0,80668
445,0,0,12631
446,0,0,1845
447,0,0,826
448,0,0,26
449,0,0,198
450,0,0,1407
451,0,0,476
452,0,0,2073
453,0,0,516
454,0,0,9714
455,0,0,3758
456,0,0,27385
457,0,0,26
458,0,0,198
459,0,0,1407
460,0,0,476
461,0,0,2073
462,0,0,516
463,0,0,19591
464,0,0,2427
465,0,0,30
466,0,0,6970
467,0,0,524
468,0,0,13
469,0,0,198
470,0,0,8103
471,0,0,9
472,0,0,21405
473,0,0,4561
474,0,0,363
475,0,0,313
476,0,0,413
477,0,0,1845
478,0,0,826
479,0,0,524
480,0,0,4147
481,0,0,2341
482,0,0,26
483,0,0,745
484,0,0,21405
485,0,0,11540
486,0,0,25
487,0,0,21405
488,0,0,6891
489,0,0,4779
490,0,0,364
491,0,0,9714
492,0,0,3758
493,0,0,27385
494,0,0,44157
495,0,0,25284
496,0,0,310
497,0,0,5117
498,0,0,1020
499,0,0,53388
500,0,0,553
501,0,0,14235
502,0,0,3436
503,0,0,11540
504,0,0,7210
505,0,0,13
506,0,0,4844
507,0,0,4336
508,0,0,9714
509,0,0,1083
510,0,0,1845
511,0,0,826
512,0,0,13
513,0,0,14235
514,0,0,16097
